-1.063779966744665240e+00,6.764086845449899243e-01,1.069356468124726289e+00,-2.175800173915109492e-01,4.602147716051033788e-01,-3.991668922613496040e-01,-7.918750580583677756e-02,1.209384911963886644e+00,-7.853147218429327170e-01,-1.721861101765655988e-01,-1.085357442231532632e+00,-9.931189483666651441e-01,3.069351142630709073e-01,6.405769200289954113e-02,-1.054232804652138755e+00,-5.274960662887697715e-01,-7.418319534933172366e-02,-3.556284234610498918e-01,1.057214164194443917e+00,-9.025915901005859832e-01,0.000000000000000000e+00
7.084759651608443787e-02,-1.695281248762532167e+00,2.449449167791092563e+00,-5.304942031264823221e-01,-9.329622079926991329e-01,2.865203540514353442e+00,2.435728505209941108e+00,-1.618500162177315627e+00,1.300716912148350834e+00,3.484024563859257073e-01,5.449343866619168475e-01,2.253241112848571870e-01,6.055632187918043030e-01,-1.921009714017294923e-01,-6.802698806680768095e-02,9.716811975751055153e-01,-1.792047993348888868e+00,1.708347926810738215e-02,-3.756690426314399645e-01,-6.232364383785106154e-01,1.000000000000000000e+00
9.402840405368354526e-01,-4.921458209322441824e-01,6.779560191887201714e-01,-2.277544500138625472e-01,1.401752612285267929e+00,1.231653332950431778e+00,-7.774642544371437314e-01,1.561602101993617674e-02,1.331712985256289228e+00,1.084772659529827044e+00,-9.780515720665323709e-01,-5.012038814142383281e-02,9.483855232676116076e-01,-1.734282504155176541e-01,-4.776718430435506479e-01,7.608964923650862744e-01,1.001158121232853748e+00,-6.946407143976615628e-02,1.359046074001699411e+00,-1.189589634506103000e+00,1.000000000000000000e+00
-2.995167746117589069e-01,7.598895493733909268e-01,1.828026689528665372e-01,-1.550232712568860860e+00,3.382180175139511413e-01,3.632414767654619236e-01,-2.100525473569988755e+00,-4.380675010559506588e-01,-1.663934288635866288e-01,-3.408353083831905384e-01,4.243564336300013617e-01,1.178724342002407166e+00,2.831480404950472263e+00,1.424137528679861320e-01,-2.028191148651459774e-01,2.405715463046629310e+00,3.133047285416893368e-01,4.043556836900910612e-01,-2.875463215870983635e-01,-2.847803401106922649e+00,1.000000000000000000e+00
-2.630626750484585052e+00,2.310337645281236030e-01,4.246252721875979491e-02,4.788505486062747396e-01,1.546741634121090447e+00,1.637955597797578600e+00,-1.532072287441871739e+00,-7.344447936785541975e-01,4.658548406469212866e-01,4.738362044779398374e-01,9.898140129321122416e-01,-1.061193917714875923e+00,-8.888795152849071624e-01,1.238408921358887360e+00,-5.728285442351911394e-01,-1.275339492188897195e+00,1.003006500196752526e+00,-4.771284285802514513e-01,9.853557776536858714e-02,5.278040674113799735e-01,0.000000000000000000e+00
-2.626447200879481469e-01,3.275901422358151183e-01,9.978447558928367211e-01,-1.577903174914321083e+00,-8.289810855999554251e-01,-2.027345796229487185e-01,8.259323048469939810e-01,-4.892515502598340782e-01,8.499122311884912406e-01,-3.556342932112454419e-02,7.081452068132118582e-02,9.356241249788390668e-01,1.741001757163265218e+00,1.930498217934027760e+00,6.947404845222515668e-02,-6.432670113820880831e-01,-2.578664753143796728e-01,2.600807237980046205e-01,-1.669588353808393886e-03,-1.639318716453586289e+00,1.000000000000000000e+00
-6.545701349975838745e-01,-8.869043262838756103e-01,-1.329891861334062897e+00,-1.857483271594537966e+00,2.929096241763861297e+00,2.228583231034867163e-01,2.072173934109533544e-01,2.477063784668243063e-01,3.825981367234628783e-01,8.645252400759345646e-02,-1.556933932509260599e+00,-1.370070006292756659e+00,-1.058178849072191202e-01,-1.018279325566851412e+00,-1.213569849697341940e+00,5.835699269093039820e-01,9.760375253689257402e-01,-3.554947746084520244e-01,8.783037577325304435e-01,-5.961412546386499756e-01,0.000000000000000000e+00
2.057968037340799639e-01,-4.413971884780624327e-02,7.267789910378988361e-02,4.966151984838515498e-01,2.390870803735992423e-01,-6.078874462819541247e-01,-1.306521522922600820e+00,-5.436940296827768027e-01,1.012133189822309598e+00,5.711098221298226418e-01,-3.447504608839825624e-02,-9.174867402942554762e-01,-1.006674083382154583e+00,-1.093895056734405014e+00,-3.868900489955373057e-01,-9.733759675567484893e-01,-9.333162402269222779e-01,-2.058340252187376151e-01,1.618459324231974472e+00,7.484000235094436793e-01,0.000000000000000000e+00
2.055265640249562153e+00,1.323722071561836078e+00,-5.893468106302015563e-01,4.303162537960369266e-02,-4.371689021801111741e-01,5.964887788203376839e-01,5.782729996496428493e-01,3.568371999789880511e-01,-1.150320620909558722e-01,-7.737158036829850927e-01,-2.599818343856686309e-01,7.222052737011562806e-01,5.959756729876793946e-01,-7.242242743468108035e-01,3.939202789690488538e-01,-2.119440835123026279e+00,-1.009557056570079686e-01,1.436067921511456458e+00,1.246674083918436038e+00,-3.482146607637666147e-01,1.000000000000000000e+00
-5.829433945049773413e-01,-1.714164687432545131e+00,-9.278250742269076312e-01,-2.019919552581609101e-01,7.588295490231017348e-01,-7.099302410695835786e-01,-1.552680541059163977e+00,6.253554293826842914e-01,-1.448825888669768691e+00,-1.299395463382525095e+00,1.323091307981186127e+00,-8.075420016010755875e-01,-5.428912691586624401e-02,-7.917192877228302894e-01,-7.189753798073459379e-01,2.110153524218902454e+00,1.511470321461562960e-01,1.906598682706118320e+00,-4.964157077787356015e-02,-3.612863745888296174e-01,0.000000000000000000e+00
